Symbol,Date,Close
SHOP,21/05/2015,25.68
SHOP,22/05/2015,28.31
SHOP,26/05/2015,29.65
SHOP,27/05/2015,27.5
SHOP,28/05/2015,27.45
SHOP,29/05/2015,27.2
SHOP,01/06/2015,27.33
SHOP,02/06/2015,26.95
SHOP,03/06/2015,27.44
SHOP,04/06/2015,26.78
SHOP,05/06/2015,27.39
SHOP,08/06/2015,26.98
SHOP,09/06/2015,28.34
SHOP,10/06/2015,28.1
SHOP,11/06/2015,30.73
SHOP,12/06/2015,33.63
SHOP,15/06/2015,35.5
SHOP,16/06/2015,38.11
SHOP,17/06/2015,38.63
SHOP,18/06/2015,35.55
SHOP,19/06/2015,35.52
SHOP,22/06/2015,36.94
SHOP,23/06/2015,35.43
SHOP,24/06/2015,35.96
SHOP,25/06/2015,34.84
SHOP,26/06/2015,33.52
SHOP,29/06/2015,31.32
SHOP,30/06/2015,33.95
SHOP,01/07/2015,31.11
SHOP,02/07/2015,31.31
SHOP,06/07/2015,30.53
SHOP,07/07/2015,30.76
SHOP,08/07/2015,29.19
SHOP,09/07/2015,29.06
SHOP,10/07/2015,29.6
SHOP,13/07/2015,30.42
SHOP,14/07/2015,30.86
SHOP,15/07/2015,29.34
SHOP,16/07/2015,29.39
SHOP,17/07/2015,32.27
SHOP,20/07/2015,33.75
SHOP,21/07/2015,33.22
SHOP,22/07/2015,32.14
SHOP,23/07/2015,33.11
SHOP,24/07/2015,33.57
SHOP,27/07/2015,32.87
SHOP,28/07/2015,34.06
SHOP,29/07/2015,34.16
SHOP,30/07/2015,38.13
SHOP,31/07/2015,37.39
SHOP,03/08/2015,40.36
SHOP,04/08/2015,38.41
SHOP,05/08/2015,38.45
SHOP,06/08/2015,36.28
SHOP,07/08/2015,35.16
SHOP,10/08/2015,33.47
SHOP,11/08/2015,35.14
SHOP,12/08/2015,34.73
SHOP,13/08/2015,35.31
SHOP,14/08/2015,34.56
SHOP,17/08/2015,34.41
SHOP,18/08/2015,32.6
SHOP,19/08/2015,31.1
SHOP,20/08/2015,29.22
SHOP,21/08/2015,27.77
SHOP,24/08/2015,26.28
SHOP,25/08/2015,26.93
SHOP,26/08/2015,28.22
SHOP,27/08/2015,28.51
SHOP,28/08/2015,28
SHOP,31/08/2015,27.54
SHOP,01/09/2015,26.6
SHOP,02/09/2015,26.7
