Symbol,Date,Close
S&P TSX,1/2/2018 ,16309.99
S&P TSX,1/3/2018 ,16371.55
S&P TSX,1/4/2018 ,16412.94
S&P TSX,1/5/2018 ,16349.44
S&P TSX,1/8/2018 ,16317.65
S&P TSX,1/9/2018 ,16319.24
S&P TSX,1/10/2018,16247.95
S&P TSX,1/11/2018,16286.94
S&P TSX,1/12/2018,16308.18
S&P TSX,1/15/2018,16371.81
S&P TSX,1/16/2018,16298.88
S&P TSX,1/17/2018,16326.7
S&P TSX,1/18/2018,16284.47
S&P TSX,1/19/2018,16353.46
S&P TSX,1/22/2018,16347.98
S&P TSX,1/23/2018,16357.55
S&P TSX,1/24/2018,16284.21
S&P TSX,1/25/2018,16204.01
S&P TSX,1/26/2018,16239.22
S&P TSX,1/29/2018,16094.72
S&P TSX,1/30/2018,15955.51
S&P TSX,1/31/2018,15951.67
S&P TSX,2/1/2018 ,15860.92
S&P TSX,2/2/2018 ,15606.03
S&P TSX,2/5/2018 ,15334.81
S&P TSX,2/6/2018 ,15363.93
S&P TSX,2/7/2018 ,15330.58
S&P TSX,2/8/2018 ,15065.61
S&P TSX,2/9/2018 ,15034.53
S&P TSX,2/12/2018,15241.88
S&P TSX,2/13/2018,15216.47
S&P TSX,2/14/2018,15328.27
S&P TSX,2/15/2018,15407.66
S&P TSX,2/16/2018,15452.64
S&P TSX,2/20/2018,15439.44
S&P TSX,2/21/2018,15524.01
S&P TSX,2/22/2018,15508.17
S&P TSX,2/23/2018,15638.45
S&P TSX,2/26/2018,15714.66
S&P TSX,2/27/2018,15671.15
S&P TSX,2/28/2018,15442.68
S&P TSX,3/1/2018 ,15393.95
S&P TSX,3/2/2018 ,15384.59
S&P TSX,3/5/2018 ,15541.28
S&P TSX,3/6/2018 ,15545.19
S&P TSX,3/7/2018 ,15472.61
S&P TSX,3/8/2018 ,15538.7
S&P TSX,3/9/2018 ,15577.81
S&P TSX,3/12/2018,15604.79
S&P TSX,3/13/2018,15647.14
S&P TSX,3/14/2018,15653.61
S&P TSX,3/15/2018,15670.62
S&P TSX,3/16/2018,15711.33
S&P TSX,3/19/2018,15589.39
S&P TSX,3/20/2018,15616.36
S&P TSX,3/21/2018,15675.28
S&P TSX,3/22/2018,15399.93
S&P TSX,3/23/2018,15223.74
S&P TSX,3/26/2018,15298.56
S&P TSX,3/27/2018,15216.18
S&P TSX,3/28/2018,15169.94
S&P TSX,3/29/2018,15367.29
S&P TSX,4/2/2018 ,15213.45
S&P TSX,4/3/2018 ,15180.76
S&P TSX,4/4/2018 ,15164.37
S&P TSX,4/5/2018 ,15356.05
S&P TSX,4/6/2018 ,15207.41
S&P TSX,4/9/2018 ,15227.7
S&P TSX,4/10/2018,15262.14
S&P TSX,4/11/2018,15257.9
S&P TSX,4/12/2018,15269.27
S&P TSX,4/13/2018,15273.97
S&P TSX,4/16/2018,15300.38
S&P TSX,4/17/2018,15353.3
S&P TSX,4/18/2018,15529.97
S&P TSX,4/19/2018,15454.42
S&P TSX,4/20/2018,15484.32
S&P TSX,4/23/2018,15552.06
S&P TSX,4/24/2018,15477
S&P TSX,4/25/2018,15509.75
S&P TSX,4/26/2018,15637.59
S&P TSX,4/27/2018,15668.93
S&P TSX,4/30/2018,15607.88
S&P TSX,5/1/2018 ,15618.93
S&P TSX,5/2/2018 ,15627.93
S&P TSX,5/3/2018 ,15621.47
S&P TSX,5/4/2018 ,15729.4
S&P TSX,5/7/2018 ,15808.63
S&P TSX,5/8/2018 ,15842.71
S&P TSX,5/9/2018 ,15910.81
S&P TSX,5/10/2018,15959.5
S&P TSX,5/11/2018,15983.32
S&P TSX,5/14/2018,16085.61
S&P TSX,5/15/2018,16097.81
S&P TSX,5/16/2018,16108.06
S&P TSX,5/17/2018,16143.55
S&P TSX,5/18/2018,16162.31
S&P TSX,5/22/2018,16144.79
S&P TSX,5/23/2018,16133.8
S&P TSX,5/24/2018,16113.62
S&P TSX,5/25/2018,16075.67
S&P TSX,5/28/2018,16016.14
S&P TSX,5/29/2018,15922.61
S&P TSX,5/30/2018,16048.66
S&P TSX,5/31/2018,16061.5
